"id","res","sex","age","consent","stratum","region","settlement","residence","aapor_status","int_lang","q6","q7","q8","q9","q10","q11","q12","q13","q14_1","q14_2","q14_3","q14_4","q14_5","q14_6","q14_7","q14_8","q14_9","q14_10","q15","q16","q17_1","q17_2","q17_3","q17_4","q18_1","q18_2","q18_3","q18_4","q19_1_1","q19_1_2","q19_1_3","q19_1_4","q19_1_5","q19_1_6","q19_1_7","q19_1_oth","q19_2_1","q19_2_2","q19_2_3","q19_2_4","q19_2_5","q19_2_6","q19_2_7","q19_2_oth","q19_3_1","q19_3_2","q19_3_3","q19_3_4","q19_3_5","q19_3_6","q19_3_7","q19_4_1","q19_4_2","q19_4_3","q19_4_4","q19_4_5","q19_4_6","q19_4_7","q20_1","q20_2","q20_3","q20_4","q20_5","q20_6","q20_7","q20_8","q20_9","q20_10","q20_11","q20_oth","q21","q22","q22_oth","q23","q23_oth","q24","q25","q26","q26_oth","q27","q27_oth","q28","q28_oth","q29","q30","q31","q32_1","q33a_1","q33a_2","q33a_3","q33a_4","q33a_5","q33a_6","q33a_7","q33a_8","q33a_9","q33a_10","q33a_11","q33a_12","q33a_13","q33a_14","q32_2","q33b_1","q33b_2","q33b_3","q33b_4","q33b_5","q33b_6","q33b_7","q33b_8","q33b_9","q33b_10","q33b_11","q33b_12","q33b_13","q33b_14","q32_3","q33c_1","q33c_2","q33c_3","q33c_4","q33c_5","q33c_6","q33c_7","q33c_8","q33c_9","q33c_10","q33c_11","q33c_12","q33c_13","q33c_14","q32_4","q33d_1","q33d_2","q33d_3","q33d_4","q33d_5","q33d_6","q33d_7","q33d_8","q33d_9","q33d_10","q33d_11","q33d_12","q33d_13","q33d_14","q32_5","q33e_1","q33e_2","q33e_3","q33e_4","q33e_5","q33e_6","q33e_7","q33e_8","q33e_9","q33e_10","q33e_11","q33e_12","q33e_13","q33e_14","q32_6","q33f_1","q33f_2","q33f_3","q33f_4","q33f_5","q33f_6","q33f_7","q33f_8","q33f_9","q33f_10","q33f_11","q33f_12","q33f_13","q33f_14","q32_7","q32_oth","q33g_1","q33g_2","q33g_3","q33g_4","q33g_5","q33g_6","q33g_7","q33g_8","q33g_9","q33g_10","q33g_11","q33g_12","q33g_13","q33g_14","q34","q35_1","q35_2","q35_3","q35_4","q35_5","q35_6","q35_7","q35_8","q35_9","q35_oth","q36","q37_1","q37_2","q37_3","q37_4","q37_5","q37_oth","q38","q39","es_consent","fg_consent","m8_em","m8_mob","c1_r","c1_date","c1_time","c2_r","c2_date","c2_time","c3_r","c3_date","c3_time","int_date","int_start","int_end","end_date","int_dur","intid","hhsize","wt","hhwt"
220,1,2,60,1,2,5,1,1,100,1,0,3,0,0,0,7,1,1,1,1,1,0,1,0,1,1,1,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,-7,12,-7,1,1,-7,-7,-7,-7,-7,-7,875,1875,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,0,0,0,0,0,1,1,2,2,1,1,"-5 provided only phone",599153519,1,12/18/2020,17:37:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,17:38:00,17:47:00,12/18/2020,00:09:00,1729,3,740.511345284571,582.743041992188
221,1,2,45,1,2,9,1,1,100,1,0,2,1,0,0,4,1,1,1,0,1,0,0,0,1,0,0,0,0,1,2,-7,-7,-7,1,-7,-7,-7,1,0,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,0,0,1,0,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,300,300,2,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,0,0,-7,1,-7,-7,-7,-7,-7,-7,4,-1,1,1,"-5 provided only phone",599007511,4,12/18/2020,17:51:00,3,12/18/2020,17:51:00,1,12/18/2020,17:51:00,12/18/2020,17:52:00,18:00:00,12/18/2020,00:08:00,1729,3,1207.28237179381,582.743041992188
252,1,1,42,1,2,8,1,1,100,1,1,3,0,0,0,4,1,1,1,1,1,0,1,0,1,1,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-7,4,-7,0,-7,3,-7,-7,-7,-7,-7,350,350,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0,0,0,-7,3,4,1,0,"-5 provided only phone",599181151,4,12/18/2020,13:26:00,1,12/18/2020,13:50:00,-7,12/25/1959,00:00:00,12/18/2020,13:51:00,14:05:00,12/18/2020,00:14:00,1869,4,950.84587821325,445.121215820313
260,1,2,36,1,2,1,1,1,100,1,0,3,0,0,0,4,1,1,1,1,1,0,0,0,1,1,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-7,8,-7,0,-7,2,-7,-7,-7,-7,-7,2000,400,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,0,0,0,0,0,1,5,3,2,1,1,"-5 provided only phone",574044700,1,12/18/2020,13:39:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,13:39:00,13:47:00,12/18/2020,00:08:00,1869,3,1207.28237179381,582.743041992188
266,1,2,64,1,2,6,1,1,100,1,0,3,2,0,0,6,1,1,1,1,1,0,1,0,1,1,1,0,0,2,1,3,-7,-7,1,1,-7,-7,1,0,0,1,0,1,0,-7,1,0,0,1,0,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,0,0,0,0,0,1,0,-7,1,2,-7,12,-7,0,-7,3,-7,-7,-7,-7,-7,-1,-2,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,-1,1,1,0,-7,1,-7,-7,-7,-7,-7,-7,3,4,-1,0,"-7 Legal skip",-7,1,12/18/2020,14:20:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,14:20:00,14:30:00,12/18/2020,00:10:00,1869,5,740.511345284571,494.283264160156
273,1,2,35,1,1,11,4,1,100,1,0,2,1,1,0,6,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,-7,-7,-7,1,-7,-7,-7,1,0,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,0,0,1,0,0,0,0,1,0,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,1300,0,5,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,0,0,-7,0,0,0,1,0,0,-7,4,4,0,0,"-7 Legal skip",-7,1,12/18/2020,15:01:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,15:02:00,15:18:00,12/18/2020,00:16:00,1869,4,743.728201901071,445.121215820313
277,1,2,58,1,1,11,4,1,100,1,0,2,0,0,0,4,1,1,1,1,1,0,1,0,1,1,1,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,1,-7,-7,-7,1,-7,3,-7,700,200,5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,1,0,0,0,1,0,0,-7,0,0,0,1,0,0,-7,3,4,0,0,"-7 Legal skip",-7,1,12/18/2020,15:28:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,15:29:00,15:36:00,12/18/2020,00:07:00,1869,2,2328.27651802673,689.812866210938
282,1,2,37,1,2,4,1,1,100,1,1,4,2,0,0,5,1,1,1,1,1,0,0,0,1,1,1,0,0,2,2,2,-7,-7,1,1,-7,-7,1,0,0,1,0,0,0,-7,1,0,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,0,1,0,0,0,0,0,0,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,400,400,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,1,0,-7,1,-7,-7,-7,-7,-7,-7,3,-1,1,0,"-5 provided only phone",551989831,1,12/18/2020,15:39:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,15:40:00,15:53:00,12/18/2020,00:13:00,1869,7,1285.28970660976,306.150390625
292,1,2,52,1,3,10,3,1,100,1,0,4,1,1,0,5,1,1,1,1,1,0,1,0,1,1,1,0,0,1,3,-7,-7,-7,1,-7,-7,-7,1,0,0,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,1,0,0,0,0,0,0,0,0,0,-7,1,3,-7,1,-7,1,1,-7,-7,-7,-7,-7,-7,500,500,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,1,0,0,1,0,0,-7,0,1,0,0,0,0,-7,3,2,0,0,"-7 Legal skip",-7,1,12/18/2020,16:47:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,16:48:00,16:56:00,12/18/2020,00:08:00,1869,6,1898.51887022296,421.457946777344
295,1,1,29,1,2,4,1,1,100,1,0,3,0,0,0,4,1,1,1,1,1,0,1,0,1,1,1,1,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-7,4,-7,1,1,-7,-7,-7,-7,-7,-7,-2,-2,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,0,0,-7,1,-7,-7,-7,-7,-7,-7,2,2,1,0,"-5 provided only phone",599732618,1,12/18/2020,17:03:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,17:05:00,17:10:00,12/18/2020,00:05:00,1869,3,1240.83838823957,582.743041992188
311,1,1,21,1,1,11,4,1,100,1,0,3,0,0,0,6,1,1,1,1,1,0,1,0,1,1,1,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,3,-7,13,-7,1,1,-7,-7,-7,-7,-7,-7,3000,2500,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,0,1,0,-7,1,-7,-7,-7,-7,-7,-7,2,4,1,0,"-5 provided only phone",598727882,1,12/18/2020,17:47:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,17:48:00,17:54:00,12/18/2020,00:06:00,1869,3,881.867505037337,582.743041992188
320,1,2,68,1,2,3,1,1,100,1,2,0,0,0,0,7,1,1,1,1,1,0,0,0,1,1,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,1,-7,12,-7,1,1,-7,-7,-7,-7,-7,-7,900,900,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,0,0,0,0,1,1,0,-7,-1,-7,-7,-7,-7,-7,-7,3,3,0,0,"-7 Legal skip",-7,1,12/18/2020,18:14:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,18:15:00,18:20:00,12/18/2020,00:05:00,1869,2,740.511345284571,689.812866210938
330,1,1,55,1,3,2,3,1,100,1,0,3,0,0,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-7,8,-7,0,-7,1,-7,-7,-7,-7,-7,-2,-2,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,7,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-7,-7,-7,-7,-7,-7,3,5,0,0,"-7 Legal skip",-7,1,12/18/2020,18:51:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,18:52:00,18:57:00,12/18/2020,00:05:00,1869,3,2254.14821486722,582.743041992188
343,1,2,39,1,1,11,4,1,100,1,0,2,0,1,0,7,1,1,1,1,1,0,0,0,1,1,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,1600,700,5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-7,-7,-7,-7,-7,-7,3,-1,1,0,"-5 provided only phone",599694343,1,12/18/2020,12:08:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,12:11:00,14:50:00,12/18/2020,02:39:00,9906,3,743.728201901071,582.743041992188
344,1,1,61,1,1,11,4,1,100,1,0,2,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,1,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,2,-7,12,-7,1,1,-7,-7,-7,-7,-7,-7,10000,3000,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,-7,-7,-7,-7,-7,-7,3,2,0,0,"-7 Legal skip",-7,4,12/18/2020,12:30:00,3,12/18/2020,12:31:00,1,12/18/2020,12:31:00,12/18/2020,13:50:00,14:54:00,12/18/2020,01:04:00,9906,2,849.574053907549,689.812866210938
346,1,2,53,1,3,2,3,1,100,1,0,5,0,2,0,4,1,1,1,1,1,0,1,0,0,0,0,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,100,100,2,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,1,0,0,1,0,1,0,1,0,0,-7,0,1,0,0,0,0,-7,4,2,1,0,"-5 provided only phone",599246307,1,12/18/2020,12:32:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,12:34:00,14:52:00,12/18/2020,02:18:00,9906,7,1513.8829602254,306.150390625
347,1,1,18,1,2,3,1,1,100,1,0,8,0,0,0,6,1,1,1,1,1,0,1,0,1,1,1,0,0,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-1,-1,5,1,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,0,0,1,0,0,0,-7,2,2,1,0,"-5 provided only phone",599096508,1,12/18/2020,12:52:00,-7,12/25/1959,00:00:00,-7,12/25/1959,00:00:00,12/18/2020,13:01:00,14:53:00,12/18/2020,01:52:00,9906,8,1047.6785577455,276.383331298828
